year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,1,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",14.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,648.00,0.00,647.00,1.00,0.00,0.00
2023,1,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",82.00,10.00,6.06,1.72,0.47,0.00,1.74,0.00,0.00,1800.00,1393.00,272.00,56.00,0.00,79.00
2023,1,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",60.00,8.00,3.54,1.59,2.71,0.00,0.16,2.00,4.00,484.00,176.00,184.00,113.00,0.00,11.00
2023,1,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",26.00,6.00,3.40,1.20,0.64,0.00,0.76,0.00,0.00,395.00,119.00,167.00,30.00,0.00,79.00
2023,1,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",109.00,30.00,8.08,0.61,9.80,0.00,11.52,3.00,0.00,1591.00,402.00,22.00,333.00,0.00,834.00
2023,1,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2095.00,367.00,68.04,24.22,99.71,0.00,175.03,13.00,3.00,35193.00,9465.00,3036.00,4307.00,0.00,18385.00
2023,1,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",30.00,6.00,2.21,0.00,1.79,0.00,2.00,2.00,0.00,478.00,227.00,0.00,134.00,0.00,117.00
2023,1,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",43.00,11.00,1.47,0.00,9.53,0.00,0.00,0.00,0.00,539.00,288.00,0.00,251.00,0.00,0.00
2023,1,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",79.00,10.00,6.55,0.00,1.55,0.00,1.90,1.00,0.00,508.00,326.00,0.00,69.00,0.00,113.00
2023,1,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",62.00,5.00,3.05,0.74,0.54,0.00,0.67,0.00,0.00,590.00,276.00,166.00,99.00,0.00,49.00
2023,1,9E,Endeavor Air Inc.,BDL,"Hartford, CT: Bradley International",49.00,10.00,3.18,0.00,2.82,0.00,4.00,1.00,0.00,882.00,480.00,0.00,162.00,0.00,240.00
2023,1,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",50.00,13.00,2.41,0.99,5.57,0.00,4.04,1.00,0.00,1276.00,119.00,667.00,208.00,0.00,282.00
2023,1,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",151.00,39.00,6.15,1.88,7.78,0.00,23.18,13.00,0.00,2886.00,657.00,550.00,244.00,0.00,1435.00
2023,1,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",36.00,13.00,2.79,0.00,5.60,0.00,4.60,0.00,0.00,770.00,163.00,0.00,217.00,0.00,390.00
2023,1,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",72.00,19.00,7.18,0.85,3.25,0.00,7.72,1.00,1.00,1993.00,479.00,724.00,298.00,0.00,492.00
2023,1,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",62.00,8.00,4.07,0.26,1.18,0.00,2.49,0.00,0.00,834.00,280.00,29.00,113.00,0.00,412.00
2023,1,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",85.00,6.00,1.96,0.00,1.56,0.00,2.49,0.00,1.00,845.00,559.00,0.00,38.00,0.00,248.00
2023,1,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",82.00,24.00,7.56,0.00,6.45,0.00,9.99,2.00,0.00,1938.00,1031.00,0.00,222.00,0.00,685.00
2023,1,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",170.00,44.00,10.00,0.00,13.07,0.00,20.93,1.00,1.00,2994.00,719.00,0.00,681.00,0.00,1594.00
2023,1,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",56.00,16.00,5.32,0.89,4.49,0.00,5.30,1.00,0.00,794.00,153.00,50.00,251.00,0.00,340.00
2023,1,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",81.00,18.00,4.58,1.50,4.08,0.00,7.83,0.00,1.00,1084.00,253.00,107.00,167.00,0.00,557.00
2023,1,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",108.00,20.00,8.71,1.91,6.68,0.00,2.71,0.00,0.00,1156.00,512.00,246.00,238.00,0.00,160.00
2023,1,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",155.00,34.00,14.19,2.81,5.57,0.00,11.43,1.00,2.00,3221.00,599.00,1058.00,783.00,0.00,781.00
2023,1,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",163.00,39.00,17.26,0.00,11.55,0.00,10.18,1.00,0.00,2352.00,1011.00,0.00,611.00,0.00,730.00
2023,1,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",61.00,13.00,2.46,0.23,6.02,0.00,4.29,3.00,0.00,582.00,85.00,7.00,204.00,0.00,286.00
2023,1,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",211.00,41.00,11.68,0.15,8.30,0.00,20.87,3.00,0.00,2817.00,998.00,19.00,358.00,0.00,1442.00
2023,1,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",180.00,43.00,12.53,0.00,8.43,0.00,22.04,0.00,1.00,3523.00,1255.00,0.00,320.00,0.00,1948.00
2023,1,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",20.00,6.00,2.61,0.00,0.18,0.00,3.21,0.00,0.00,500.00,172.00,0.00,19.00,0.00,309.00
2023,1,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",62.00,12.00,5.20,1.00,2.06,0.00,3.74,0.00,0.00,1114.00,294.00,262.00,75.00,0.00,483.00
2023,1,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",82.00,16.00,4.18,7.81,0.68,0.00,3.33,4.00,0.00,2092.00,170.00,1686.00,37.00,0.00,199.00
2023,1,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",516.00,128.00,30.78,2.52,41.73,0.00,52.97,6.00,0.00,8704.00,2423.00,289.00,1592.00,0.00,4400.00
2023,1,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",61.00,13.00,2.23,0.94,6.28,0.00,3.54,3.00,0.00,2197.00,173.00,887.00,1010.00,0.00,127.00
2023,1,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",58.00,9.00,4.33,0.54,0.68,0.75,2.71,0.00,1.00,499.00,181.00,22.00,36.00,18.00,242.00
2023,1,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",135.00,33.00,9.85,1.33,12.48,0.00,9.34,0.00,0.00,1646.00,730.00,33.00,410.00,0.00,473.00
2023,1,9E,Endeavor Air Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,1,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",62.00,9.00,3.87,3.00,1.18,0.00,0.95,0.00,1.00,557.00,106.00,341.00,32.00,0.00,78.00
2023,1,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",32.00,7.00,2.90,0.00,2.53,0.00,1.58,1.00,0.00,331.00,92.00,0.00,123.00,0.00,116.00
2023,1,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",188.00,40.00,11.78,0.49,17.73,0.00,10.00,3.00,0.00,2368.00,1112.00,69.00,555.00,0.00,632.00
2023,1,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1456.00,208.00,45.03,6.07,60.97,0.00,95.94,6.00,1.00,18239.00,6177.00,592.00,3513.00,0.00,7957.00
2023,1,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",44.00,15.00,7.02,1.00,2.31,0.00,4.67,0.00,1.00,1273.00,281.00,624.00,53.00,0.00,315.00
2023,1,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",148.00,41.00,5.95,0.63,29.98,0.00,4.44,0.00,0.00,1891.00,401.00,12.00,1221.00,0.00,257.00
2023,1,9E,Endeavor Air Inc.,EYW,"Key West, FL: Key West International",23.00,5.00,1.93,0.00,1.22,0.00,1.86,0.00,0.00,278.00,159.00,0.00,71.00,0.00,48.00
2023,1,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",31.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,24.00
2023,1,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",84.00,11.00,3.36,1.93,4.44,0.00,1.27,3.00,0.00,1547.00,1022.00,242.00,216.00,0.00,67.00
2023,1,9E,Endeavor Air Inc.,GFK,"Grand Forks, ND: Grand Forks International",70.00,11.00,1.45,4.89,1.12,0.00,3.54,0.00,0.00,2542.00,162.00,1988.00,67.00,0.00,325.00
2023,1,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",23.00,5.00,2.00,0.00,2.72,0.00,0.28,0.00,0.00,367.00,58.00,0.00,286.00,0.00,23.00
2023,1,9E,Endeavor Air Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",11.00,2.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,123.00,0.00,104.00,19.00,0.00,0.00
2023,1,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",86.00,23.00,5.44,0.00,16.80,0.00,0.76,1.00,0.00,707.00,148.00,0.00,522.00,0.00,37.00
2023,1,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",70.00,13.00,4.89,0.00,2.66,0.00,5.45,2.00,0.00,1272.00,575.00,0.00,149.00,0.00,548.00
2023,1,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",84.00,20.00,4.73,0.88,4.85,0.00,9.54,3.00,0.00,1416.00,396.00,38.00,248.00,0.00,734.00
2023,1,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",90.00,22.00,4.68,0.00,8.17,0.00,9.14,3.00,0.00,1072.00,158.00,0.00,375.00,0.00,539.00
2023,1,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",87.00,12.00,7.17,0.78,1.22,0.00,2.83,0.00,0.00,837.00,463.00,100.00,62.00,0.00,212.00
2023,1,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",46.00,9.00,1.46,0.00,5.25,0.00,2.29,0.00,1.00,580.00,152.00,0.00,257.00,0.00,171.00
2023,1,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",15.00,3.00,0.86,0.00,0.37,0.00,1.77,0.00,0.00,121.00,25.00,0.00,17.00,0.00,79.00
2023,1,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,1,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,1,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",127.00,12.00,5.56,0.00,4.49,0.00,1.96,0.00,0.00,830.00,451.00,0.00,162.00,0.00,217.00
2023,1,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",198.00,47.00,15.25,1.10,15.95,0.00,14.71,2.00,0.00,3098.00,1198.00,72.00,530.00,0.00,1298.00
2023,1,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",55.00,15.00,3.71,0.00,5.07,0.00,6.21,2.00,0.00,943.00,194.00,0.00,326.00,0.00,423.00
2023,1,9E,Endeavor Air Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",5.00,1.00,0.00,0.33,0.00,0.00,0.67,0.00,0.00,33.00,0.00,11.00,0.00,0.00,22.00
2023,1,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",100.00,19.00,7.48,0.00,5.67,0.00,5.85,1.00,0.00,1145.00,431.00,0.00,255.00,0.00,459.00
2023,1,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1636.00,464.00,65.20,4.43,257.66,0.20,136.51,20.00,4.00,31803.00,6903.00,488.00,12317.00,19.00,12076.00
2023,1,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",62.00,9.00,3.14,2.00,2.13,0.00,1.73,1.00,0.00,853.00,458.00,152.00,52.00,0.00,191.00
2023,1,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",98.00,25.00,9.49,0.72,9.68,0.57,4.54,0.00,0.00,945.00,322.00,59.00,359.00,17.00,188.00
2023,1,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",64.00,16.00,9.75,0.00,3.19,1.00,2.06,0.00,0.00,873.00,521.00,0.00,218.00,30.00,104.00
2023,1,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2202.00,530.00,92.77,25.62,273.11,0.00,138.50,58.00,8.00,42498.00,10181.00,4332.00,16791.00,0.00,11194.00
2023,1,9E,Endeavor Air Inc.,LSE,"La Crosse, WI: La Crosse Regional",31.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,18.00,0.00,0.00,0.00,0.00,18.00
2023,1,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",62.00,10.00,2.44,0.00,5.56,0.00,2.00,1.00,0.00,510.00,102.00,0.00,181.00,0.00,227.00
2023,1,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",49.00,14.00,6.18,0.98,3.35,0.00,3.49,0.00,0.00,920.00,441.00,46.00,239.00,0.00,194.00
2023,1,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",67.00,10.00,3.41,0.79,2.96,0.00,2.83,0.00,0.00,432.00,182.00,58.00,85.00,0.00,107.00
2023,1,9E,Endeavor Air Inc.,MDW,"Chicago, IL: Chicago Midway International",161.00,42.00,23.32,2.07,8.59,0.00,8.02,4.00,1.00,2617.00,1618.00,172.00,318.00,0.00,509.00
2023,1,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",130.00,19.00,6.27,0.94,7.04,0.00,4.75,2.00,0.00,1563.00,277.00,667.00,342.00,0.00,277.00
2023,1,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",115.00,16.00,1.69,7.14,3.92,0.00,3.25,7.00,0.00,2827.00,141.00,1975.00,169.00,0.00,542.00
2023,1,9E,Endeavor Air Inc.,MIA,"Miami, FL: Miami International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,1,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",104.00,29.00,8.25,0.15,2.50,0.00,18.10,0.00,0.00,2195.00,807.00,9.00,138.00,0.00,1241.00
2023,1,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",62.00,7.00,2.77,1.04,1.58,0.00,1.60,0.00,0.00,523.00,294.00,63.00,52.00,0.00,114.00
2023,1,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",24.00,3.00,1.71,0.83,0.29,0.00,0.17,0.00,0.00,155.00,78.00,43.00,25.00,0.00,9.00
2023,1,9E,Endeavor Air Inc.,MOT,"Minot, ND: Minot International",8.00,2.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,57.00,35.00,0.00,22.00,0.00,0.00
2023,1,9E,Endeavor Air Inc.,MQT,"Marquette, MI: Sawyer International",31.00,3.00,1.84,0.45,0.71,0.00,0.00,1.00,0.00,160.00,113.00,13.00,34.00,0.00,0.00
2023,1,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",53.00,9.00,3.99,0.86,1.45,0.00,2.69,1.00,0.00,657.00,378.00,19.00,63.00,0.00,197.00
2023,1,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",963.00,166.00,40.26,6.27,55.81,0.00,63.66,29.00,2.00,14499.00,4756.00,1426.00,2522.00,0.00,5795.00
2023,1,9E,Endeavor Air Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,1,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",49.00,8.00,2.26,0.00,1.10,0.00,4.64,2.00,0.00,662.00,152.00,0.00,45.00,0.00,465.00
2023,1,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",31.00,10.00,2.90,0.58,4.38,0.00,2.15,1.00,0.00,552.00,117.00,31.00,244.00,0.00,160.00
2023,1,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,1,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",203.00,48.00,15.09,0.00,19.80,0.00,13.12,4.00,0.00,2798.00,1151.00,0.00,754.00,0.00,893.00
2023,1,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",21.00,6.00,1.45,0.00,0.80,0.00,3.75,0.00,0.00,426.00,50.00,0.00,50.00,0.00,326.00
2023,1,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",8.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,107.00,107.00,0.00,0.00,0.00,0.00
2023,1,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",99.00,15.00,4.05,0.66,3.76,0.00,6.52,2.00,1.00,1087.00,316.00,115.00,253.00,0.00,403.00
2023,1,9E,Endeavor Air Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",105.00,20.00,5.14,0.00,3.48,0.00,11.38,2.00,0.00,1468.00,327.00,0.00,147.00,0.00,994.00
2023,1,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",84.00,14.00,4.04,1.32,3.91,0.00,4.72,4.00,0.00,1478.00,219.00,655.00,208.00,0.00,396.00
2023,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",455.00,112.00,25.71,2.37,35.54,0.00,48.39,5.00,0.00,6889.00,1605.00,178.00,1530.00,0.00,3576.00
2023,1,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",168.00,50.00,12.93,0.02,18.45,0.00,18.60,2.00,0.00,3521.00,1019.00,1.00,1067.00,0.00,1434.00
2023,1,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",82.00,18.00,8.35,0.70,2.26,0.00,6.69,0.00,1.00,1249.00,576.00,50.00,190.00,0.00,433.00
2023,1,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",256.00,55.00,19.66,0.68,17.31,0.00,17.34,3.00,1.00,3791.00,1595.00,77.00,898.00,0.00,1221.00
2023,1,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",134.00,42.00,13.69,0.02,14.18,0.00,14.10,2.00,0.00,2140.00,792.00,2.00,607.00,0.00,739.00
2023,1,9E,Endeavor Air Inc.,SCE,"State College, PA: University Park",52.00,10.00,2.69,1.48,1.88,0.00,3.95,1.00,0.00,470.00,153.00,66.00,75.00,0.00,176.00
2023,1,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",26.00,7.00,3.61,0.00,1.54,0.00,1.85,1.00,0.00,410.00,206.00,0.00,68.00,0.00,136.00
2023,1,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",68.00,20.00,2.89,1.77,9.39,0.00,5.95,0.00,0.00,1676.00,102.00,742.00,458.00,0.00,374.00
2023,1,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",16.00,5.00,2.42,1.25,0.65,0.00,0.67,0.00,0.00,381.00,148.00,124.00,51.00,0.00,58.00
2023,1,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",39.00,5.00,2.32,0.20,1.48,0.00,1.00,2.00,0.00,188.00,98.00,10.00,42.00,0.00,38.00
2023,1,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",128.00,36.00,12.60,0.00,8.21,0.00,15.19,1.00,0.00,2709.00,1441.00,0.00,367.00,0.00,901.00
2023,1,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",57.00,11.00,4.79,1.02,2.02,0.00,3.17,0.00,0.00,491.00,215.00,57.00,54.00,0.00,165.00
2023,1,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",49.00,9.00,3.30,0.00,3.82,0.00,1.88,0.00,0.00,512.00,140.00,0.00,93.00,0.00,279.00
2023,1,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",234.00,50.00,19.41,6.07,17.50,0.00,7.01,2.00,1.00,3218.00,842.00,1243.00,593.00,0.00,540.00
2023,1,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",82.00,9.00,2.99,1.37,0.88,0.00,3.77,0.00,0.00,1584.00,200.00,984.00,132.00,0.00,268.00
2023,1,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",103.00,16.00,6.55,0.94,5.82,0.00,2.69,0.00,1.00,1662.00,688.00,471.00,326.00,0.00,177.00
2023,1,AA,American Airlines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",261.00,50.00,20.64,0.50,17.51,0.00,11.35,5.00,0.00,2756.00,1321.00,22.00,864.00,0.00,549.00
2023,1,AA,American Airlines Network,ALB,"Albany, NY: Albany International",82.00,22.00,8.66,0.00,2.96,0.00,10.38,0.00,0.00,1468.00,555.00,0.00,292.00,0.00,621.00
2023,1,AA,American Airlines Network,AMA,"Amarillo, TX: Rick Husband Amarillo International",82.00,23.00,10.85,0.24,5.58,0.00,6.34,3.00,0.00,3542.00,1455.00,46.00,414.00,0.00,1627.00
2023,1,AA,American Airlines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",2.00,1.00,0.16,0.00,0.00,0.00,0.84,0.00,0.00,130.00,21.00,0.00,0.00,0.00,109.00
2023,1,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",649.00,193.00,67.08,2.47,60.69,0.72,62.03,14.00,4.00,13545.00,4712.00,239.00,2623.00,24.00,5947.00
2023,1,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1354.00,374.00,97.54,6.50,137.64,2.39,129.93,31.00,1.00,26503.00,8514.00,742.00,5883.00,125.00,11239.00
2023,1,AA,American Airlines Network,AVL,"Asheville, NC: Asheville Regional",68.00,20.00,7.07,0.02,3.87,0.00,9.03,2.00,0.00,1194.00,281.00,6.00,131.00,0.00,776.00
2023,1,AA,American Airlines Network,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",60.00,18.00,3.47,0.00,3.29,0.00,11.24,1.00,1.00,1189.00,386.00,0.00,187.00,0.00,616.00
2023,1,AA,American Airlines Network,BDL,"Hartford, CT: Bradley International",201.00,50.00,15.16,2.65,10.13,0.92,21.14,2.00,0.00,2716.00,842.00,101.00,337.00,44.00,1392.00
2023,1,AA,American Airlines Network,BFL,"Bakersfield, CA: Meadows Field",83.00,17.00,8.95,0.00,2.62,0.00,5.43,2.00,0.00,1703.00,1101.00,0.00,150.00,0.00,452.00
2023,1,AA,American Airlines Network,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",80.00,24.00,9.31,0.62,6.06,0.00,8.01,1.00,0.00,1386.00,529.00,61.00,334.00,0.00,462.00
2023,1,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",622.00,142.00,45.98,2.90,41.61,1.19,50.32,9.00,1.00,8722.00,2549.00,456.00,1788.00,38.00,3891.00
2023,1,AA,American Airlines Network,BOI,"Boise, ID: Boise Air Terminal",123.00,27.00,8.87,0.81,5.70,0.11,11.51,2.00,0.00,1813.00,446.00,412.00,363.00,2.00,590.00
2023,1,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1255.00,284.00,75.83,6.09,93.34,2.69,106.05,14.00,0.00,21874.00,6779.00,454.00,3905.00,70.00,10666.00
2023,1,AA,American Airlines Network,BUF,"Buffalo, NY: Buffalo Niagara International",112.00,22.00,7.64,1.22,4.72,0.00,8.42,2.00,0.00,2015.00,1080.00,49.00,223.00,0.00,663.00
2023,1,AA,American Airlines Network,BUR,"Burbank, CA: Bob Hope",153.00,39.00,15.15,1.62,9.96,0.00,12.27,7.00,8.00,3203.00,694.00,1324.00,410.00,0.00,775.00
2023,1,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",227.00,61.00,23.41,2.17,12.25,0.00,23.18,6.00,0.00,4784.00,1913.00,127.00,725.00,0.00,2019.00
2023,1,AA,American Airlines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",47.00,5.00,0.02,0.86,2.97,0.00,1.15,1.00,1.00,484.00,1.00,289.00,139.00,0.00,55.00
2023,1,AA,American Airlines Network,CAE,"Columbia, SC: Columbia Metropolitan",61.00,19.00,8.68,0.00,3.29,0.00,7.04,4.00,0.00,2008.00,561.00,0.00,205.00,0.00,1242.00
2023,1,AA,American Airlines Network,CHS,"Charleston, SC: Charleston AFB/International",312.00,71.00,21.59,2.38,16.82,0.00,30.21,4.00,0.00,5545.00,1438.00,664.00,971.00,0.00,2472.00
2023,1,AA,American Airlines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",140.00,39.00,19.20,0.30,6.05,0.00,13.45,4.00,0.00,2454.00,1439.00,20.00,219.00,0.00,776.00
2023,1,AA,American Airlines Network,CLE,"Cleveland, OH: Cleveland-Hopkins International",327.00,74.00,19.92,4.04,16.54,0.00,33.50,6.00,0.00,4194.00,873.00,332.00,844.00,0.00,2145.00
2023,1,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",9338.00,2000.00,476.42,56.65,723.74,6.48,736.71,130.00,14.00,175994.00,64691.00,8230.00,37868.00,300.00,64905.00
2023,1,AA,American Airlines Network,CMH,"Columbus, OH: John Glenn Columbus International",262.00,56.00,20.28,1.08,9.01,0.00,25.62,9.00,0.00,5506.00,2136.00,91.00,570.00,0.00,2709.00
