year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,1,MQ,Envoy Air,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",9.00,1.00,0.00,0.12,0.44,0.00,0.44,0.00,0.00,104.00,0.00,12.00,46.00,0.00,46.00
2023,1,MQ,Envoy Air,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",49.00,13.00,2.62,4.93,3.07,0.00,2.38,0.00,1.00,662.00,221.00,173.00,114.00,0.00,154.00
2023,1,MQ,Envoy Air,BDL,"Hartford, CT: Bradley International",44.00,9.00,1.41,1.78,3.43,0.00,2.38,1.00,0.00,286.00,29.00,64.00,100.00,0.00,93.00
2023,1,MQ,Envoy Air,BFL,"Bakersfield, CA: Meadows Field",30.00,13.00,1.38,0.00,3.47,0.33,7.81,0.00,0.00,425.00,56.00,0.00,87.00,6.00,276.00
2023,1,MQ,Envoy Air,BGR,"Bangor, ME: Bangor International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,1,MQ,Envoy Air,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",120.00,25.00,5.25,0.28,8.49,0.00,10.99,1.00,1.00,1534.00,399.00,12.00,304.00,0.00,819.00
2023,1,MQ,Envoy Air,BIL,"Billings, MT: Billings Logan International",24.00,2.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,62.00,25.00,0.00,0.00,0.00,37.00
2023,1,MQ,Envoy Air,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",33.00,7.00,1.98,0.74,2.04,0.00,2.25,0.00,0.00,624.00,114.00,46.00,158.00,0.00,306.00
2023,1,MQ,Envoy Air,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",48.00,7.00,0.59,0.23,5.18,0.00,1.00,1.00,0.00,319.00,10.00,10.00,186.00,0.00,113.00
2023,1,MQ,Envoy Air,BNA,"Nashville, TN: Nashville International",275.00,71.00,9.29,5.47,33.24,0.00,23.00,9.00,0.00,3424.00,382.00,214.00,1357.00,0.00,1471.00
2023,1,MQ,Envoy Air,BOS,"Boston, MA: Logan International",96.00,32.00,7.32,0.75,14.25,0.00,9.69,1.00,0.00,1728.00,589.00,48.00,489.00,0.00,602.00
2023,1,MQ,Envoy Air,BRO,"Brownsville, TX: Brownsville South Padre Island International",43.00,7.00,2.28,0.07,2.49,0.00,2.16,2.00,2.00,526.00,168.00,7.00,92.00,0.00,259.00
2023,1,MQ,Envoy Air,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",80.00,15.00,3.39,1.17,6.93,0.00,3.51,4.00,0.00,855.00,204.00,165.00,253.00,0.00,233.00
2023,1,MQ,Envoy Air,BUF,"Buffalo, NY: Buffalo Niagara International",26.00,10.00,2.40,1.38,4.38,0.00,1.84,0.00,0.00,506.00,97.00,130.00,107.00,0.00,172.00
2023,1,MQ,Envoy Air,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",52.00,20.00,1.68,1.90,12.25,0.00,4.16,0.00,0.00,880.00,53.00,99.00,420.00,0.00,308.00
2023,1,MQ,Envoy Air,BZN,"Bozeman, MT: Bozeman Yellowstone International",26.00,6.00,0.00,0.08,5.93,0.00,0.00,0.00,0.00,189.00,0.00,3.00,186.00,0.00,0.00
2023,1,MQ,Envoy Air,CHA,"Chattanooga, TN: Lovell Field",77.00,9.00,0.59,0.13,7.72,0.00,0.56,2.00,0.00,487.00,22.00,14.00,392.00,0.00,59.00
2023,1,MQ,Envoy Air,CHS,"Charleston, SC: Charleston AFB/International",74.00,4.00,2.70,0.00,1.08,0.00,0.22,1.00,1.00,91.00,69.00,0.00,18.00,0.00,4.00
2023,1,MQ,Envoy Air,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",89.00,21.00,3.64,1.82,7.50,0.00,8.04,3.00,2.00,888.00,219.00,66.00,245.00,0.00,358.00
2023,1,MQ,Envoy Air,CLE,"Cleveland, OH: Cleveland-Hopkins International",72.00,19.00,2.72,3.07,9.00,0.00,4.21,3.00,0.00,800.00,144.00,119.00,316.00,0.00,221.00
2023,1,MQ,Envoy Air,CLT,"Charlotte, NC: Charlotte Douglas International",352.00,96.00,17.94,4.69,29.32,0.00,44.05,9.00,2.00,5250.00,926.00,413.00,1474.00,0.00,2437.00
2023,1,MQ,Envoy Air,CMH,"Columbus, OH: John Glenn Columbus International",245.00,72.00,9.72,7.69,30.05,0.00,24.54,2.00,1.00,3595.00,492.00,367.00,1146.00,0.00,1590.00
2023,1,MQ,Envoy Air,CMI,"Champaign/Urbana, IL: University of Illinois/Willard",118.00,16.00,0.63,3.18,7.64,0.00,4.55,5.00,2.00,699.00,80.00,161.00,261.00,0.00,197.00
2023,1,MQ,Envoy Air,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",15.00,1.00,0.00,0.06,0.71,0.00,0.22,0.00,0.00,98.00,0.00,6.00,70.00,0.00,22.00
2023,1,MQ,Envoy Air,COU,"Columbia, MO: Columbia Regional",86.00,14.00,3.42,0.81,4.20,0.00,5.57,3.00,0.00,703.00,309.00,34.00,126.00,0.00,234.00
2023,1,MQ,Envoy Air,CRP,"Corpus Christi, TX: Corpus Christi International",71.00,9.00,2.69,0.37,2.66,0.00,3.27,1.00,1.00,420.00,92.00,42.00,105.00,0.00,181.00
2023,1,MQ,Envoy Air,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",190.00,52.00,11.63,4.96,18.78,0.00,16.63,3.00,0.00,3175.00,831.00,215.00,955.00,0.00,1174.00
2023,1,MQ,Envoy Air,CWA,"Mosinee, WI: Central Wisconsin",58.00,14.00,2.52,0.80,8.34,0.00,2.34,0.00,1.00,634.00,149.00,32.00,344.00,0.00,109.00
2023,1,MQ,Envoy Air,DAB,"Daytona Beach, FL: Daytona Beach International",9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,1,MQ,Envoy Air,DAY,"Dayton, OH: James M Cox/Dayton International",123.00,25.00,4.12,2.06,15.92,0.00,2.91,3.00,0.00,1791.00,149.00,673.00,623.00,0.00,346.00
2023,1,MQ,Envoy Air,DCA,"Washington, DC: Ronald Reagan Washington National",428.00,67.00,17.01,3.22,24.52,0.32,21.93,7.00,1.00,4267.00,847.00,335.00,1417.00,9.00,1659.00
2023,1,MQ,Envoy Air,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2966.00,551.00,123.36,37.97,199.20,2.79,187.69,95.00,0.00,38151.00,9288.00,5133.00,9928.00,131.00,13671.00
2023,1,MQ,Envoy Air,DRO,"Durango, CO: Durango La Plata County",54.00,9.00,0.65,0.19,4.67,0.00,3.49,1.00,0.00,826.00,22.00,37.00,222.00,0.00,545.00
2023,1,MQ,Envoy Air,DSM,"Des Moines, IA: Des Moines International",135.00,27.00,6.02,3.18,12.38,0.00,5.42,1.00,0.00,1577.00,440.00,148.00,532.00,0.00,457.00
2023,1,MQ,Envoy Air,DTW,"Detroit, MI: Detroit Metro Wayne County",47.00,12.00,0.84,0.83,8.60,0.00,1.72,1.00,0.00,657.00,19.00,20.00,454.00,0.00,164.00
2023,1,MQ,Envoy Air,ECP,"Panama City, FL: Northwest Florida Beaches International",39.00,4.00,0.01,0.44,1.09,0.00,2.46,2.00,0.00,266.00,1.00,55.00,96.00,0.00,114.00
2023,1,MQ,Envoy Air,ELP,"El Paso, TX: El Paso International",98.00,27.00,7.78,0.00,5.10,0.00,14.12,4.00,0.00,1010.00,263.00,0.00,128.00,0.00,619.00
2023,1,MQ,Envoy Air,EVV,"Evansville, IN: Evansville Regional",39.00,3.00,1.00,0.07,1.17,0.00,0.77,1.00,0.00,324.00,68.00,10.00,138.00,0.00,108.00
2023,1,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",9.00,1.00,0.03,0.00,0.00,0.00,0.97,0.00,0.00,163.00,5.00,0.00,0.00,0.00,158.00
2023,1,MQ,Envoy Air,EYW,"Key West, FL: Key West International",108.00,15.00,3.00,0.54,7.59,0.00,3.87,0.00,0.00,473.00,58.00,27.00,210.00,0.00,178.00
2023,1,MQ,Envoy Air,FAR,"Fargo, ND: Hector International",135.00,27.00,4.70,5.53,12.10,0.00,4.67,3.00,0.00,2113.00,319.00,960.00,459.00,0.00,375.00
2023,1,MQ,Envoy Air,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",31.00,1.00,0.00,0.43,0.37,0.00,0.20,1.00,0.00,98.00,0.00,42.00,36.00,0.00,20.00
2023,1,MQ,Envoy Air,FNT,"Flint, MI: Bishop International",58.00,15.00,2.71,2.10,8.09,0.00,2.09,0.00,0.00,690.00,206.00,76.00,252.00,0.00,156.00
2023,1,MQ,Envoy Air,FSD,"Sioux Falls, SD: Joe Foss Field",119.00,42.00,5.42,4.82,23.37,0.00,8.39,3.00,1.00,2098.00,297.00,348.00,806.00,0.00,647.00
2023,1,MQ,Envoy Air,FSM,"Fort Smith, AR: Fort Smith Regional",43.00,6.00,1.65,1.05,1.47,0.00,1.83,4.00,0.00,810.00,42.00,635.00,37.00,0.00,96.00
2023,1,MQ,Envoy Air,FWA,"Fort Wayne, IN: Fort Wayne International",9.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,40.00,0.00,0.00,0.00,0.00
2023,1,MQ,Envoy Air,GJT,"Grand Junction, CO: Grand Junction Regional",100.00,24.00,3.99,1.14,9.51,0.00,9.36,1.00,0.00,818.00,114.00,58.00,266.00,0.00,380.00
2023,1,MQ,Envoy Air,GNV,"Gainesville, FL: Gainesville Regional",62.00,10.00,3.46,0.11,4.61,0.00,1.83,2.00,1.00,436.00,158.00,4.00,201.00,0.00,73.00
2023,1,MQ,Envoy Air,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",44.00,7.00,2.79,0.56,2.21,0.00,1.43,3.00,1.00,265.00,93.00,45.00,75.00,0.00,52.00
2023,1,MQ,Envoy Air,GRB,"Green Bay, WI: Green Bay Austin Straubel International",54.00,14.00,2.08,1.60,6.51,0.00,3.81,0.00,0.00,508.00,72.00,44.00,210.00,0.00,182.00
2023,1,MQ,Envoy Air,GRK,"Killeen, TX: Robert Gray AAF",45.00,6.00,0.94,0.00,2.19,0.17,2.70,4.00,0.00,231.00,34.00,0.00,72.00,3.00,122.00
2023,1,MQ,Envoy Air,GRR,"Grand Rapids, MI: Gerald R. Ford International",127.00,37.00,7.49,3.99,16.11,0.00,9.41,2.00,0.00,2665.00,940.00,233.00,673.00,0.00,819.00
2023,1,MQ,Envoy Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International",111.00,28.00,2.65,2.55,14.77,0.00,8.03,2.00,0.00,1131.00,116.00,57.00,441.00,0.00,517.00
2023,1,MQ,Envoy Air,GSP,"Greer, SC: Greenville-Spartanburg International",89.00,20.00,3.85,0.15,11.30,0.00,4.70,3.00,1.00,692.00,137.00,5.00,325.00,0.00,225.00
2023,1,MQ,Envoy Air,HHH,"Hilton Head, SC: Hilton Head Airport",68.00,17.00,4.63,0.02,3.02,0.11,9.23,2.00,2.00,1010.00,230.00,2.00,84.00,12.00,682.00
2023,1,MQ,Envoy Air,HOU,"Houston, TX: William P Hobby",30.00,5.00,1.52,0.00,3.48,0.00,0.00,2.00,0.00,131.00,38.00,0.00,93.00,0.00,0.00
2023,1,MQ,Envoy Air,HPN,"White Plains, NY: Westchester County",84.00,30.00,0.82,1.96,25.22,0.00,2.00,3.00,0.00,1227.00,89.00,57.00,916.00,0.00,165.00
2023,1,MQ,Envoy Air,HRL,"Harlingen/San Benito, TX: Valley International",76.00,9.00,2.16,0.47,4.62,0.00,1.74,2.00,0.00,330.00,87.00,8.00,143.00,0.00,92.00
2023,1,MQ,Envoy Air,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",61.00,8.00,2.39,0.74,2.16,0.00,2.71,2.00,0.00,344.00,104.00,35.00,82.00,0.00,123.00
2023,1,MQ,Envoy Air,IAH,"Houston, TX: George Bush Intercontinental/Houston",83.00,21.00,3.60,1.84,7.72,0.00,7.85,0.00,1.00,872.00,185.00,77.00,284.00,0.00,326.00
2023,1,MQ,Envoy Air,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",106.00,23.00,6.74,2.34,10.30,0.00,3.62,0.00,0.00,890.00,193.00,194.00,393.00,0.00,110.00
2023,1,MQ,Envoy Air,IND,"Indianapolis, IN: Indianapolis International",120.00,30.00,8.23,0.35,13.60,0.00,7.81,4.00,0.00,1218.00,300.00,19.00,483.00,0.00,416.00
2023,1,MQ,Envoy Air,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",70.00,10.00,4.62,0.56,3.32,0.00,1.50,1.00,1.00,570.00,260.00,49.00,175.00,0.00,86.00
2023,1,MQ,Envoy Air,JAX,"Jacksonville, FL: Jacksonville International",132.00,20.00,7.16,0.05,5.32,0.00,7.47,3.00,0.00,644.00,256.00,1.00,121.00,0.00,266.00
2023,1,MQ,Envoy Air,LAN,"Lansing, MI: Capital Region International",48.00,19.00,3.53,2.45,6.70,0.00,6.32,0.00,0.00,893.00,97.00,190.00,225.00,0.00,381.00
2023,1,MQ,Envoy Air,LBB,"Lubbock, TX: Lubbock Preston Smith International",99.00,23.00,6.55,1.57,3.66,0.26,10.97,4.00,0.00,2760.00,870.00,581.00,236.00,17.00,1056.00
2023,1,MQ,Envoy Air,LCH,"Lake Charles, LA: Lake Charles Regional",9.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,25.00,0.00,0.00
2023,1,MQ,Envoy Air,LEX,"Lexington, KY: Blue Grass",138.00,33.00,9.79,3.05,13.32,0.00,6.84,3.00,1.00,1891.00,482.00,239.00,652.00,0.00,518.00
2023,1,MQ,Envoy Air,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",90.00,13.00,3.44,0.98,5.59,0.00,2.99,5.00,0.00,817.00,288.00,71.00,297.00,0.00,161.00
2023,1,MQ,Envoy Air,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",204.00,58.00,15.40,4.44,21.90,0.00,16.26,2.00,0.00,3509.00,749.00,266.00,1082.00,0.00,1412.00
2023,1,MQ,Envoy Air,LSE,"La Crosse, WI: La Crosse Regional",18.00,3.00,1.37,0.40,0.63,0.00,0.60,0.00,0.00,178.00,84.00,31.00,17.00,0.00,46.00
2023,1,MQ,Envoy Air,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",113.00,18.00,5.99,1.41,3.70,0.00,6.90,2.00,0.00,1052.00,268.00,358.00,195.00,0.00,231.00
2023,1,MQ,Envoy Air,MCI,"Kansas City, MO: Kansas City International",91.00,27.00,3.28,3.16,6.83,0.00,13.73,1.00,0.00,1419.00,195.00,110.00,235.00,0.00,879.00
2023,1,MQ,Envoy Air,MEM,"Memphis, TN: Memphis International",120.00,29.00,2.53,6.35,12.33,0.00,7.79,2.00,0.00,1029.00,128.00,161.00,331.00,0.00,409.00
2023,1,MQ,Envoy Air,MGM,"Montgomery, AL: Montgomery Regional",62.00,12.00,0.82,0.88,7.11,0.00,3.19,4.00,1.00,1191.00,43.00,63.00,892.00,0.00,193.00
2023,1,MQ,Envoy Air,MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",126.00,17.00,2.88,1.34,9.14,0.00,3.64,3.00,3.00,816.00,150.00,121.00,288.00,0.00,257.00
2023,1,MQ,Envoy Air,MIA,"Miami, FL: Miami International",1147.00,191.00,51.33,7.01,67.59,0.00,65.07,22.00,0.00,11823.00,3206.00,723.00,3645.00,0.00,4249.00
2023,1,MQ,Envoy Air,MKE,"Milwaukee, WI: General Mitchell International",36.00,10.00,2.16,0.69,2.74,0.00,4.41,2.00,0.00,672.00,183.00,60.00,125.00,0.00,304.00
2023,1,MQ,Envoy Air,MLI,"Moline, IL: Quad Cities International",67.00,12.00,0.43,1.41,5.44,0.00,4.71,0.00,0.00,319.00,16.00,43.00,117.00,0.00,143.00
2023,1,MQ,Envoy Air,MOB,"Mobile, AL: Mobile Regional",59.00,14.00,4.92,1.60,6.34,0.00,1.13,2.00,0.00,831.00,257.00,197.00,322.00,0.00,55.00
2023,1,MQ,Envoy Air,MQT,"Marquette, MI: Sawyer International",40.00,12.00,2.00,6.19,1.90,0.00,1.91,5.00,0.00,1258.00,139.00,461.00,63.00,0.00,595.00
2023,1,MQ,Envoy Air,MRY,"Monterey, CA: Monterey Regional",112.00,29.00,6.30,0.57,8.57,0.69,12.87,1.00,1.00,1291.00,342.00,84.00,382.00,22.00,461.00
2023,1,MQ,Envoy Air,MSN,"Madison, WI: Dane County Regional-Truax Field",106.00,25.00,5.04,4.40,9.67,0.00,5.89,2.00,0.00,1282.00,209.00,336.00,401.00,0.00,336.00
2023,1,MQ,Envoy Air,MSO,"Missoula, MT: Missoula Montana",22.00,2.00,0.00,0.32,1.61,0.00,0.07,0.00,1.00,212.00,0.00,64.00,135.00,0.00,13.00
2023,1,MQ,Envoy Air,MSP,"Minneapolis, MN: Minneapolis-St Paul International",56.00,17.00,2.46,0.39,10.42,0.00,3.73,2.00,0.00,718.00,116.00,11.00,457.00,0.00,134.00
2023,1,MQ,Envoy Air,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",129.00,22.00,2.75,1.28,6.67,0.00,11.30,3.00,0.00,1294.00,186.00,57.00,219.00,0.00,832.00
2023,1,MQ,Envoy Air,MYR,"Myrtle Beach, SC: Myrtle Beach International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,1,MQ,Envoy Air,OKC,"Oklahoma City, OK: Will Rogers World",122.00,34.00,4.50,3.25,14.71,0.00,11.54,5.00,0.00,1814.00,192.00,171.00,532.00,0.00,919.00
2023,1,MQ,Envoy Air,OMA,"Omaha, NE: Eppley Airfield",35.00,11.00,1.39,0.05,7.45,0.00,2.11,0.00,0.00,687.00,107.00,1.00,321.00,0.00,258.00
2023,1,MQ,Envoy Air,ORD,"Chicago, IL: Chicago O'Hare International",3438.00,953.00,153.03,35.73,435.84,1.00,327.40,72.00,4.00,61895.00,15141.00,3742.00,22120.00,95.00,20797.00
2023,1,MQ,Envoy Air,ORF,"Norfolk, VA: Norfolk International",40.00,13.00,3.68,1.46,6.23,0.00,1.63,0.00,0.00,671.00,146.00,118.00,236.00,0.00,171.00
2023,1,MQ,Envoy Air,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",355.00,110.00,14.24,2.16,55.69,0.00,37.91,3.00,0.00,5322.00,812.00,284.00,1985.00,0.00,2241.00
2023,1,MQ,Envoy Air,PIA,"Peoria, IL: General Downing - Peoria International",71.00,20.00,4.73,3.92,8.92,0.00,2.43,0.00,0.00,1305.00,110.00,631.00,385.00,0.00,179.00
2023,1,MQ,Envoy Air,PIT,"Pittsburgh, PA: Pittsburgh International",13.00,4.00,1.27,0.03,1.90,0.00,0.80,0.00,0.00,268.00,110.00,1.00,53.00,0.00,104.00
2023,1,MQ,Envoy Air,PNS,"Pensacola, FL: Pensacola International",106.00,11.00,4.28,0.38,4.56,0.00,1.78,5.00,1.00,596.00,235.00,31.00,206.00,0.00,124.00
2023,1,MQ,Envoy Air,PSP,"Palm Springs, CA: Palm Springs International",31.00,6.00,1.09,0.00,1.42,0.00,3.49,0.00,0.00,293.00,33.00,0.00,75.00,0.00,185.00
2023,1,MQ,Envoy Air,PVD,"Providence, RI: Rhode Island Tf Green International",40.00,13.00,0.84,1.24,6.22,0.00,4.70,1.00,0.00,647.00,18.00,73.00,247.00,0.00,309.00
2023,1,MQ,Envoy Air,RAP,"Rapid City, SD: Rapid City Regional",62.00,5.00,1.00,0.98,0.68,0.00,2.35,1.00,0.00,402.00,99.00,46.00,82.00,0.00,175.00
2023,1,MQ,Envoy Air,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",146.00,39.00,6.32,1.22,16.73,0.00,14.73,5.00,0.00,2025.00,316.00,67.00,624.00,0.00,1018.00
2023,1,MQ,Envoy Air,RIC,"Richmond, VA: Richmond International",22.00,10.00,1.66,0.90,4.63,0.00,2.81,0.00,0.00,512.00,54.00,70.00,200.00,0.00,188.00
2023,1,MQ,Envoy Air,RNO,"Reno, NV: Reno/Tahoe International",40.00,7.00,0.34,0.87,4.38,0.00,1.41,1.00,0.00,236.00,10.00,67.00,105.00,0.00,54.00
2023,1,MQ,Envoy Air,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",45.00,23.00,2.34,1.54,10.04,0.00,9.08,0.00,0.00,967.00,68.00,86.00,393.00,0.00,420.00
2023,1,MQ,Envoy Air,RST,"Rochester, MN: Rochester International",70.00,26.00,4.65,3.34,13.36,0.00,4.65,4.00,0.00,1065.00,183.00,211.00,431.00,0.00,240.00
2023,1,MQ,Envoy Air,SAF,"Santa Fe, NM: Santa Fe Municipal",21.00,6.00,1.64,0.00,0.13,0.00,4.24,0.00,1.00,370.00,106.00,0.00,10.00,0.00,254.00
2023,1,MQ,Envoy Air,SAV,"Savannah, GA: Savannah/Hilton Head International",55.00,7.00,2.15,0.00,1.16,0.00,3.69,1.00,0.00,387.00,58.00,0.00,67.00,0.00,262.00
2023,1,MQ,Envoy Air,SBA,"Santa Barbara, CA: Santa Barbara Municipal",8.00,1.00,0.90,0.00,0.10,0.00,0.00,1.00,0.00,31.00,28.00,0.00,3.00,0.00,0.00
2023,1,MQ,Envoy Air,SBP,"San Luis Obispo, CA: San Luis County Regional",50.00,11.00,1.75,0.00,1.98,0.00,7.27,0.00,1.00,428.00,67.00,0.00,62.00,0.00,299.00
2023,1,MQ,Envoy Air,SDF,"Louisville, KY: Louisville Muhammad Ali International",94.00,25.00,4.41,1.62,12.53,0.00,6.44,2.00,1.00,1032.00,234.00,50.00,464.00,0.00,284.00
2023,1,MQ,Envoy Air,SGF,"Springfield, MO: Springfield-Branson National",333.00,78.00,17.71,7.90,33.34,0.00,19.05,5.00,1.00,3978.00,815.00,494.00,1363.00,0.00,1306.00
2023,1,MQ,Envoy Air,SHV,"Shreveport, LA: Shreveport Regional",64.00,8.00,2.27,1.06,4.06,0.00,0.62,3.00,0.00,433.00,121.00,52.00,215.00,0.00,45.00
2023,1,MQ,Envoy Air,SJT,"San Angelo, TX: San Angelo Regional/Mathis Field",38.00,8.00,5.01,0.00,2.08,0.00,0.92,2.00,0.00,229.00,163.00,0.00,44.00,0.00,22.00
2023,1,MQ,Envoy Air,SLC,"Salt Lake City, UT: Salt Lake City International",1.00,1.00,0.00,0.00,0.67,0.00,0.33,0.00,0.00,15.00,0.00,0.00,10.00,0.00,5.00
2023,1,MQ,Envoy Air,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,1,MQ,Envoy Air,STL,"St. Louis, MO: St Louis Lambert International",109.00,28.00,5.89,1.84,11.43,0.00,8.83,1.00,0.00,1358.00,292.00,106.00,460.00,0.00,500.00
2023,1,MQ,Envoy Air,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",31.00,4.00,0.69,0.00,1.57,0.00,1.74,1.00,0.00,127.00,19.00,0.00,39.00,0.00,69.00
2023,1,MQ,Envoy Air,SYR,"Syracuse, NY: Syracuse Hancock International",47.00,13.00,1.78,0.43,7.15,0.00,3.64,1.00,0.00,619.00,55.00,19.00,329.00,0.00,216.00
2023,1,MQ,Envoy Air,TLH,"Tallahassee, FL: Tallahassee International",168.00,24.00,6.23,0.53,6.48,0.00,10.76,4.00,0.00,1188.00,280.00,49.00,296.00,0.00,563.00
2023,1,MQ,Envoy Air,TPA,"Tampa, FL: Tampa International",89.00,23.00,4.90,0.44,5.68,0.00,11.99,3.00,1.00,1003.00,169.00,37.00,289.00,0.00,508.00
2023,1,MQ,Envoy Air,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",11.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,18.00,0.00,0.00,0.00,0.00
2023,1,MQ,Envoy Air,TUL,"Tulsa, OK: Tulsa International",78.00,10.00,2.14,0.67,6.23,0.00,0.96,3.00,0.00,479.00,134.00,50.00,251.00,0.00,44.00
2023,1,MQ,Envoy Air,TUS,"Tucson, AZ: Tucson International",44.00,2.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,66.00,66.00,0.00,0.00,0.00,0.00
2023,1,MQ,Envoy Air,TVC,"Traverse City, MI: Cherry Capital",68.00,19.00,1.64,2.82,11.92,0.00,2.61,2.00,0.00,796.00,53.00,118.00,363.00,0.00,262.00
2023,1,MQ,Envoy Air,TYS,"Knoxville, TN: McGhee Tyson",81.00,19.00,1.70,2.51,11.60,0.00,3.19,2.00,0.00,873.00,56.00,288.00,380.00,0.00,149.00
2023,1,MQ,Envoy Air,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",15.00,2.00,0.00,0.00,1.07,0.00,0.93,1.00,1.00,46.00,0.00,0.00,19.00,0.00,27.00
2023,1,MQ,Envoy Air,XNA,"Fayetteville, AR: Northwest Arkansas National",329.00,91.00,12.49,8.61,39.74,0.60,29.56,13.00,0.00,5010.00,453.00,686.00,1608.00,21.00,2242.00
2023,1,NK,Spirit Airlines,ABQ,"Albuquerque, NM: Albuquerque International Sunport",30.00,4.00,2.08,0.00,1.92,0.00,0.00,1.00,0.00,261.00,157.00,0.00,104.00,0.00,0.00
2023,1,NK,Spirit Airlines,ACY,"Atlantic City, NJ: Atlantic City International",220.00,40.00,19.53,0.09,9.75,1.00,9.63,10.00,0.00,2052.00,806.00,9.00,519.00,17.00,701.00
2023,1,NK,Spirit Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1314.00,395.00,121.22,5.29,169.76,2.97,95.76,27.00,7.00,28041.00,10464.00,292.00,10230.00,115.00,6940.00
2023,1,NK,Spirit Airlines,AUS,"Austin, TX: Austin - Bergstrom International",249.00,67.00,26.16,0.92,24.76,0.99,14.17,4.00,1.00,4576.00,1628.00,51.00,1455.00,41.00,1401.00
2023,1,NK,Spirit Airlines,BDL,"Hartford, CT: Bradley International",30.00,18.00,6.10,0.00,5.92,0.00,5.98,0.00,0.00,1298.00,516.00,0.00,311.00,0.00,471.00
2023,1,NK,Spirit Airlines,BNA,"Nashville, TN: Nashville International",241.00,59.00,25.76,0.24,22.39,0.64,9.97,4.00,1.00,2781.00,1152.00,15.00,1126.00,30.00,458.00
2023,1,NK,Spirit Airlines,BOI,"Boise, ID: Boise Air Terminal",31.00,12.00,0.73,0.12,9.73,0.00,1.41,0.00,0.00,352.00,35.00,4.00,253.00,0.00,60.00
2023,1,NK,Spirit Airlines,BOS,"Boston, MA: Logan International",336.00,98.00,35.84,0.79,42.75,3.39,15.24,8.00,0.00,5283.00,1901.00,15.00,2145.00,120.00,1102.00
2023,1,NK,Spirit Airlines,BQN,"Aguadilla, PR: Rafael Hernandez",71.00,30.00,15.30,0.00,8.80,1.64,4.26,5.00,0.00,1641.00,758.00,0.00,580.00,55.00,248.00
2023,1,NK,Spirit Airlines,BUR,"Burbank, CA: Bob Hope",62.00,15.00,5.53,0.00,7.52,0.00,1.94,3.00,2.00,666.00,261.00,0.00,283.00,0.00,122.00
2023,1,NK,Spirit Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",505.00,177.00,68.19,2.97,49.20,2.44,54.19,8.00,0.00,11974.00,4422.00,226.00,3231.00,91.00,4004.00
